"k7wcnx href","UCc1lI src","fU6cHR","RG5Slk","MKiFS6","PZfbSE src","PvbNMB","o2SIOJ","PvbNMB 2","DTBslk","DTBslk 2","DTBslk 3","DTBslk 4","DTBslk 5","DTBslk 6","hZ3P6w","kRYCnD","HQe8jr","qYp2rh src","HZ0E6r","HZ0E6r 2","HZ0E6r 3","HZ0E6r 4","DTBslk 7"
"https://www.flipkart.com/google-pixel-9a-iris-256-gb/p/itmb2ce6b5391689?pid=MOBH9YMEHJC9NHHY&lid=LSTMOBH9YMEHJC9NHHYJIL7SI&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_yuOwjsPY6IJvUOakMr73PXetG4Af8tUEJLpk-0t6byQIbk27h4IVjrband6QJu-YqF2Gvr-NNWhaH8M-2lOYo68iqbiwhGf4dwbXVx7ZSks%3D&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/3/2/-original-imahadxgjufkypv5.jpeg?q=70","Add to Compare","Google Pixel 9A (Iris, 256 GB)","4.5","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","8,289 Ratings","&","548 Reviews","8 GB RAM | 256 GB ROM","15.96 cm (6.285 inch) Full HD+ Display","48MP + 12MP | 12MP Front Camera","5100 mAh Battery","Tensor G4 Processor","1 Year Domestic Warranty","₹39,999","₹49,999","20% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹32,900","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/motorola-g96-5g-pantone-ashleigh-blue-128-gb/p/itm93452c0761719?pid=MOBHB3SZ2ZUQQQ9U&lid=LSTMOBHB3SZ2ZUQQQ9U5BKC6D&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHB3SZ2ZUQQQ9U.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/6/r/-original-imahgqnzbwhbqywa.jpeg?q=70","Add to Compare","MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)","4.4","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","92,173 Ratings","&","4,651 Reviews","8 GB RAM | 128 GB ROM","16.94 cm (6.67 inch) Full HD+ Display","50MP + 8MP | 32MP Front Camera","5500 mAh Battery","7s Gen 2 Processor","1 Year Warranty on Handset and 6 Months Warranty on Accessories","₹18,999","₹20,999","9% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹15,100","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/motorola-g96-5g-pantone-dresden-blue-256-gb/p/itm4c107ff15ac8d?pid=MOBHB3SZZRUQDHXK&lid=LSTMOBHB3SZZRUQDHXKZNH9GM&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHB3SZZRUQDHXK.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/o/9/-original-imahgqnzt97efyph.jpeg?q=70","Add to Compare","MOTOROLA G96 5G (Pantone Dresden Blue, 256 GB)","4.4","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","92,173 Ratings","&","4,651 Reviews","8 GB RAM | 256 GB ROM","16.94 cm (6.67 inch) Full HD+ Display","50MP + 8MP | 32MP Front Camera","5500 mAh Battery","7s Gen 2 Processor","1 Year Warranty on Handset and 6 Months Warranty on Accessories","₹19,999","₹22,999","13% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹15,950","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/motorola-g96-5g-pantone-greener-pastures-128-gb/p/itm24a26a0a5d263?pid=MOBHB3SZSMYUHRXZ&lid=LSTMOBHB3SZSMYUHRXZP5UORB&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHB3SZSMYUHRXZ.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/q/d/-original-imahgqnzf8kcnddy.jpeg?q=70","Add to Compare","MOTOROLA G96 5G (Pantone Greener Pastures, 128 GB)","4.4","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","92,173 Ratings","&","4,651 Reviews","8 GB RAM | 128 GB ROM","16.94 cm (6.67 inch) Full HD+ Display","50MP + 8MP | 32MP Front Camera","5500 mAh Battery","7s Gen 2 Processor","1 Year Warranty on Handset and 6 Months Warranty on Accessories","₹18,999","₹20,999","9% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Only 1 left","Upto","₹15,100","Off on Exchange",""
"https://www.flipkart.com/oppo-k13-5g-7000mah-80w-supervooc-charger-in-the-box-prism-black-128-gb/p/itm6f2ebf6d205cf?pid=MOBHB392JAQKDGBF&lid=LSTMOBHB392JAQKDGBF1CMXCI&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHB392JAQKDGBF.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/l/1/-original-imahbfd4cgh53kmh.jpeg?q=70","Add to Compare","OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 128 GB)","4.5","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","83,766 Ratings","&","4,878 Reviews","8 GB RAM | 128 GB ROM","16.94 cm (6.67 inch) Display","50MP + 2MP | 16MP Front Camera","7000 mAh Battery","Snapdragon 6 Gen 4 Processor","80W SUPERVOOC Charger","₹18,999","₹22,999","17% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Super Deals","Upto","₹15,100","Off on Exchange","1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories"
"https://www.flipkart.com/motorola-g96-5g-pantone-greener-pastures-256-gb/p/itma540ff796e078?pid=MOBHB3SZBFGXFGXR&lid=LSTMOBHB3SZBFGXFGXRKTLVL7&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHB3SZBFGXFGXR.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/q/d/-original-imahgqnzf8kcnddy.jpeg?q=70","Add to Compare","MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)","4.4","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","92,173 Ratings","&","4,651 Reviews","8 GB RAM | 256 GB ROM","16.94 cm (6.67 inch) Full HD+ Display","50MP + 8MP | 32MP Front Camera","5500 mAh Battery","7s Gen 2 Processor","1 Year Warranty on Handset and 6 Months Warranty on Accessories","₹19,999","₹22,999","13% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹15,950","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/motorola-g96-5g-pantone-cattleya-orchid-128-gb/p/itm1a71d1ad992ec?pid=MOBHB3SZZWVEZ5ZD&lid=LSTMOBHB3SZZWVEZ5ZDXVUUEN&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHB3SZZWVEZ5ZD.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/c/p/-original-imahgqnz7w9vazdb.jpeg?q=70","Add to Compare","MOTOROLA G96 5G (Pantone Cattleya Orchid, 128 GB)","4.4","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","92,173 Ratings","&","4,651 Reviews","8 GB RAM | 128 GB ROM","16.94 cm (6.67 inch) Full HD+ Display","50MP + 8MP | 32MP Front Camera","5500 mAh Battery","7s Gen 2 Processor","1 Year Warranty on Handset and 6 Months Warranty on Accessories","₹18,999","₹20,999","9% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹15,100","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/motorola-g67-power-5g-pantone-cilantro-128-gb/p/itm2830c407450f8?pid=MOBHFSCEWFXTERWP&lid=LSTMOBHFSCEWFXTERWPZ44O8K&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHFSCEWFXTERWP.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/m/g/-original-imahhjhfgdzqgux7.jpeg?q=70","Add to Compare","MOTOROLA g67 power 5G (Pantone Cilantro, 128 GB)","4.4","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","10,001 Ratings","&","548 Reviews","8 GB RAM | 128 GB ROM","17.02 cm (6.7 inch) Full HD+ Display","50MP + 8MP | 32MP Front Camera","7000 mAh Battery","7s Gen 2 Processor","1 Year Warranty on Handset and 6 Months Warranty on Accessories","₹16,999","₹18,999","10% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹13,350","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/motorola-g96-5g-pantone-dresden-blue-128-gb/p/itm3d5ad13991fdc?pid=MOBHB3SZW72BYGHK&lid=LSTMOBHB3SZW72BYGHKYVOADG&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHB3SZW72BYGHK.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/o/9/-original-imahgqnzt97efyph.jpeg?q=70","Add to Compare","MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)","4.4","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","92,173 Ratings","&","4,651 Reviews","8 GB RAM | 128 GB ROM","16.94 cm (6.67 inch) Full HD+ Display","50MP + 8MP | 32MP Front Camera","5500 mAh Battery","7s Gen 2 Processor","1 Year Warranty on Handset and 6 Months Warranty on Accessories","₹18,999","₹20,999","9% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹15,100","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/realme-p4x-5g-lake-green-256-gb/p/itm575b1540859e4?pid=MOBHHTPHZDHND92D&lid=LSTMOBHHTPHZDHND92DLKFZIY&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHHTPHZDHND92D.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/q/a/-original-imahgdr4nr8vzghm.jpeg?q=70","Add to Compare","realme P4x 5G (Lake Green, 256 GB)","4.4","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","3,076 Ratings","&","240 Reviews","8 GB RAM | 256 GB ROM","17.07 cm (6.72 inch) Full HD+ Display","50MP + 2MP | 8MP Front Camera","7000 mAh Battery","Dimensity 7400 Ultra Processor","1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories","₹18,999","₹20,999","9% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹15,100","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/poco-m7-plus-5g-carbon-black-128-gb/p/itm39c366869cc19?pid=MOBHETX6YMAG9NTF&lid=LSTMOBHETX6YMAG9NTF5IHJPA&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHETX6YMAG9NTF.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/t/s/-original-imahf728ffwf54gs.jpeg?q=70","Add to Compare","POCO M7 Plus 5G (Carbon Black, 128 GB)","4.3","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","4,412 Ratings","&","260 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 2 TB","17.53 cm (6.9 inch) Display","50MP AI Dual Camera","7000 mAh Battery","Snapdragon 6s Gen 3 5G Processor","1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","₹15,999","₹17,999","11% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹12,550","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/motorola-g86-power-5g-pantone-golden-cypress-128-gb/p/itm57837c5866aaa?pid=MOBHC7FHC7XWYNA9&lid=LSTMOBHC7FHC7XWYNA9WYYFCL&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBHC7FHC7XWYNA9.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/o/h/-original-imahgqnzmg8nz7nm.jpeg?q=70","Add to Compare","MOTOROLA G86 Power 5G (Pantone Golden Cypress, 128 GB)","4.3","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","31,257 Ratings","&","2,000 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB","17.02 cm (6.7 inch) Super HD Display","50MP + 8MP | 32MP Front Camera","6720 mAh Battery","Dimensity 7400 Processor","1 Year Warranty on Handset and 6 Months Warranty on Accessories","₹17,999","₹19,999","10% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹13,900","Off on Exchange","Bank Offer",""
"https://www.flipkart.com/vivo-t4x-5g-pronto-purple-128-gb/p/itm017656bdd097b?pid=MOBH9JUSZFBNVDXM&lid=LSTMOBH9JUSZFBNVDXMZM1RXR&marketplace=FLIPKART&q=mobiles+under+20000&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=3b3ec74f-0846-40ea-b945-2c6de5d6a585.MOBH9JUSZFBNVDXM.SEARCH&ppt=hp&ppn=homepage&ssid=kyeiqr6je80000001773138270563&qH=9215ad6dc70e1542&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/t/v/-original-imahavdv28z4nrkn.jpeg?q=70","Add to Compare","vivo T4x 5G (Pronto Purple, 128 GB)","4.5","data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMyIgaGVpZ2h0PSIxMiI+PHBhdGggZmlsbD0iI0ZGRiIgZD0iTTYuNSA5LjQzOWwtMy42NzQgMi4yMy45NC00LjI2LTMuMjEtMi44ODMgNC4yNTQtLjQwNEw2LjUuMTEybDEuNjkgNC4wMSA0LjI1NC40MDQtMy4yMSAyLjg4Mi45NCA0LjI2eiIvPjwvc3ZnPg==","2,17,149 Ratings","&","9,346 Reviews","6 GB RAM | 128 GB ROM","17.07 cm (6.72 inch) Display","50MP + 2MP | 8MP Front Camera","6500 mAh Battery","Dimensity 7300 5G Processor","1 Year Warranty for Device and 6 Months Warranty for Accessories","₹16,999","₹17,999","5% off","https://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_9e47c1.png","Upto","₹13,350","Off on Exchange","Bank Offer",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""